Sitio,Fecha,Profundidad,Transecto,Abudefduf saxatilis,Abudefduf taurus,Acanthostracion quadricornis,Acanthurus tractus,Acanthurus chirurgus,Acanthurus coeruleus,Aluterus scriptus,Anisotremus surinamensis,Anisotremus virginicus,Apogon binotatus,Apogon maculatus,Archosargos probatocephalus,Aulostomus maculatus,Balistes capriscus,Bodianus pulchellus,Bodianus rufus,Calamus calamus,Calamus penna,Calamus pennatula,Cantherines pullus,Canthidermis sufflamen,Canthigaster rostrata,Caranx bartholomei,Caranx crysos,Caranx latus,Caranx lugubris,Caranx ruber,Centropyge argi,Cephalopholis cruentata,Chaetodipterus faber,Chaetodon capistratus,Chaetodon ocellatus,Chaetodon sedentarius,Chaetodon striatus,Chromis cyanea,Chromis insolata,Chromis multilineata,Chromis scotti,Clepticus parrae,"CLUPEIDAE, ENGRAULIDAE",Coryphopterus glaucofraenum,Coryphopterus personatus/hyalinus,Diodon hystrix,Elacatinus jarocho,Elacatinus oceanops,Elacatinus redimiculus,Elagatis bipinnulata,Emblemariopsis sp.,Epinephelus adscensionis,Epinephelus guttatus,Equetus lanceolatus,Equetus punctatus,Gerres cinereus,Gymnothorax funebris,Gymnothorax miliaris,Gymnothorax moringa,Haemulon aurolineatum,Haemulon carbonarium,Haemulon chrysargyreum,Haemulon flavolineatum,Haemulon macrostomum,Haemulon plumieri,Halichoeres bivitattus,Halichoeres burekae,Halichoeres garnoti,Halichoeres radiatus,Hippocampus erectus,Holacanthus bermudensis,Holacanthus ciliaris,Holacanthus hibrido,Holacanthus tricolor,Holocentrus adscencionis,Holocentrus rufus,Hypleurochilus bermudensis,Hypoplectrus nigricans,Hypoplectrus puella,Hypoplectrus castroaguirrei,Haemulon vittata,Kyphosus sectatrix/incisor,Labrisomus nuchipinnis,Lactophrys bicaudalis,Lactophrys triqueter,Lutjanus analis,Lutjanus apodus,Lutjanus buccanella,Lutjanus griseus,Lutjanus jocu,Lutjanus mahogoni,Lutjanus synagris,Malacacotenus triangulatus,Microspathodon chrysurus,Mulloidichtys martinicus,Mycteroperca bonaci,Mycteroperca interstitialis,Mycteroperca microlepis,Mycteroperca phenax,Mycteroperca tigris,Mycteroperca venenosa,Myrichthys breviceps,Myripristis jacobus,Neopomasentrus cyanomus,Nicholsina usta,Ocyurus chrysurus,Odontoscion dentex,Ogcocephalus radiatus,Ophichthus ophis,Ophioblennius macclurei,Parablenius marmoreus,Paranthias furcifer,Pareques acuminatus,Pareques umbrosus,Pempheris schomburgki,Platybelone argalus,Pterois volitans,Pomacanthus arcuatus,Pomacanthus paru,Pseudopeneus maculatus,Scarus guacamaia,Scarus iseri,Scarus taeniopterus,Scomberomorus cavalla,Scorpaenodes caribbaeus,Scarus vetula,Scorpaena plumieri,Selene vomer,Seriola rivoliana,Serranus subligarius,Serranus tigrinus,Sparisoma atomarium,Sparisoma aurofrenatum,Sparisoma chrysopterum,Sparisoma rubripinae,Sparisoma viridae,Sphoeroides spengleri,Sphyraena borealis/picudilla,Sphyraena guachancho,Sphyrna barracuda,Stegastes adustus,Stegastes partitus ,Stegastes planifrons,Stegastes variabilis,Synodus intermedius,Synodus saurus,Thalassoma bifasciatum
Sacrificios,16-Feb-12,4,3,1,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,10,20,1,1,,,
Sacrificios,16-Feb-12,4,4,20,,,,6,,,,5,,,,,,,5,,,,,,,,,,,,,,,,2,,,,,2,,,,,10,,,,,,,4,,,,,,,,2,,,62,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,4,14,16,6,,,2
Sacrificios,16-Feb-12,4,5,10,,,,4,,,,1,,,,,,,2,,,,,,,,,,,,,,,2,2,,,,,,,,,4,30,,,,,,,1,,,,,,,,4,,,40,,,,116,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,2,,,4,,,,,,,,,,,,,2,,,,,,12,4,12,,,,1
Blanca,22-May-12,15,1,,,,,1,,,1,1,,,,,,,4,,,,,,4,,,,,,,1,,,,,,,,100,27,,,,850,,10,,,,,,,,,,,,,317,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,10,1,23,,4,1,,
Blanca,22-May-12,15,2,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,2,,,,,1,,,14,1100,,,,,,,,,,,,,,,8,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1,2,,,
Blanca,22-May-12,15,3,,,,,,,,,1,,,,,,,2,,,,,,3,,,,,,,,,,,2,,,,,18,,,,900,,,1,,,,,,,,,,,,4,,,2,,,70,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,17,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,3,,1,,,
Blanca,22-May-12,15,4,,,,,4,,,,1,,,,,,,2,,,,,,4,,,,,,,,,,,1,,,,,2,,,,750,,,1,,,,1,,,,,,,,30,,,2,,,20,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,21,,,,,1,,,,,,,,1,,,3,,,,,,,,,,,1,,,,,,,,1,4,1,5,,,
Blanca,22-May-12,15,5,,,,,1,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1,,,,,3,,,,220,,,1,,,,,,,,,,,,4,,,1,,,,1,,,,,,,,,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,1,1,,,
Blanca,22-May-12,4,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,1,,,,,,,,,,,,,,100,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,4,2,,,,
Blanca,22-May-12,4,2,16,,,,,,,,,,,,,,,3,,,,,,,,2,,,,,,,,1,,,,,50,1,,,,13,,,2,,,,1,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,16,,,1,,,
Blanca,22-May-12,4,3,84,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,100,,,,,100,,,,,,,1,,,,,,,,30,,,,,,150,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,11,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,2,,,,2
Blanca,22-May-12,4,4,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,3,4,5,,,4
Blanca,22-May-12,4,5,40,,,,,,,2,3,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,58,,,,,,,,,,,,,,,,,,,,,,,2,,,30,,,,,,,,,,,,1,,,,,,,,,,,3,,,,1,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,1,,,1
Enmedio,29-May-12,9,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,360,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,3,1,,
Enmedio,29-May-12,9,2,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,2,,,,15,,,,,270,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,2,2,,,
Enmedio,29-May-12,9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,20,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,,1,,,
Enmedio,29-May-12,9,4,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,9,,,,,425,,,1,,,,,,,,,,,,,,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,4,,,
Enmedio,29-May-12,9,5,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,1,,,,390,,,,,,,,,,,,,,,560,,,2,,,80,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,2,2,4,,,
Enmedio,29-May-12,4.5,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,100,,,,3,,,,,1,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,1,,,,,,,,,,,7,,,,,,,,,17,5,1,,,7
Enmedio,29-May-12,4.5,2,,,,,3,,,,,,,,2,,,,,,,,,1,,,,,,,,,4,,,,,,120,,,,13,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,1,,,,,,,,3,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,1,,,,,,20,,,,,
Enmedio,29-May-12,4.5,3,,,,,6,,,,,,,,,,,2,,,,,,,,,,,,,,,2,,4,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,6,,,,,,,,,,,2,,,,,,,,2,32,2,1,,,
Enmedio,29-May-12,4.5,4,,,,1,1,,,,,,,,1,,,,,,,,,1,,,,,,,,,,3,,,,,15,,,,10,115,,,,,,,1,,,,,,,,,,,1,,,15,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,2,,,,,,,,,,,4,,,,,,,,4,59,20,8,,,1
Enmedio,29-May-12,4.5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,2,22,4,5,,,
AnegadaAdentro,30-May-12,16,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,22,,,,750,,,,,,,,,,,,,,,12,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AnegadaAdentro,30-May-12,16,2,,,,,1,,,1,1,,,,1,,,1,,,,,,,,,,,,,,,,,1,,,14,50,74,,,2,1400,,1,1,,,,,,,,,,,,2,,,,1,,60,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,1,,,,,,,7,,1,,,
AnegadaAdentro,30-May-12,16,3,,,,,,,,,1,,,,,,,1,,,,,,1,,,,,,,,,,2,2,,,15,50,36,,,1,1800,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,
AnegadaAdentro,30-May-12,16,4,,,,,1,,,,,,,,,,,1,,,,,,1,,,,1,,,,,,,,,,3,50,14,,,,1300,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,5,1,,2
AnegadaAdentro,30-May-12,16,5,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,10,,,,800,,,,,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,20,,,,,,,,,,2,,,,2,,,,,,,,,,,3,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,1,,3,,,1
AnegadaAdentro,30-May-12,4,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,204,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,10,10,,,,,,,,,,,,,,,,11,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,38,3,,,,,3
AnegadaAdentro,30-May-12,4,2,80,,,,2,2,,,1,,,,1,,,2,,,,,,,,,,,,,,,2,4,,,,,290,,,,,20,,,,,,,,,,,,,,,,,15,1,,,,,,,,,,,,,,,,,,,26,,,,,,,,,,,6,16,,,,,,,,,,,,1,,,,15,,,,,,150,,,1,,,6,,,,5,,,,,,,,,,,,,,,21,1,,,,,9
AnegadaAdentro,30-May-12,4,3,120,,,,8,11,,,,,,,,,,3,,,,,,1,,,,,,,,,2,,,,,,150,,,,,70,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,60,,,,,,,,,1,,6,8,,,,,,,,,,,,,,,,6,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,23,1,,,,,
AnegadaAdentro,30-May-12,4,4,8,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,2,,,,,,120,,,,,,,,,,,,,,,,,,,,,,1,2,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,4,,,,7,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,16,8,,,,,10
AnegadaAdentro,30-May-12,4,5,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,40,,,,4,,,,,,,,3,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,,,,,,,,,,,,6,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,13
Blanquilla,31-May-12,10,1,2,,,,1,,,1,,,,,,,,14,,,,,,2,50,,,,,,,,,,,,,,9,26,,,6,1000,,,2,,,,,,,,,,,1,72,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,2,3,,,,,
Blanquilla,31-May-12,10,2,,,,,2,,,,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,4,,,2,600,,,1,,,,,,,,,,,,430,,,4,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,,,,,,,,,,,,1,,,,,,,7,5,,,1,,
Blanquilla,31-May-12,10,3,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,5,300,,,1,,,,,,,,,,,,4,,,2,,,160,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,5,1,,,,
Blanquilla,31-May-12,10,4,3,,,,1,,,1,,,,,1,,,12,,,,,,4,,,,,,,,,2,,1,,,,,10,,,4,200,,,,1,,,,,,,,,,,80,,,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,5,,,,,,,20,,,,,,,,,,,,9,7,,,,,
Blanquilla,31-May-12,10,5,4,,,,2,,,,,,,,1,,,7,,,,,,3,,,,,,,,,3,,,,,,,2,,,,310,,,3,,,,,,,,,,,,2,,,5,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,14,7,5,,1,,
Blanquilla,31-May-12,4,1,62,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,2,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,1,,1,,,
Blanquilla,31-May-12,4,2,80,,,,60,,,,1,,,,,,,6,,,,,,,2,,,,,,,,1,,,,,,130,,,,2,,,,,,,,,,,,,,,,10,,,,,,30,1,,1,,,,,,,,,,,,,19,,,,,,,,,,,4,,,,,,,,,,,,,2,,,,2,,,,,,,,,,,,1,,,,,,,,,,,,1,2,,,,,,35,4,,,,,1
Blanquilla,31-May-12,4,3,30,,,,17,,,,2,,,,,,,12,,,,1,,,2,,,,,,,,3,,,,,,90,,,,4,,,,,2,,,,,,,,,,,150,,,1,2,,10,,,2,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,2,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,18,,,,,
Blanquilla,31-May-12,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,,,1,,,
Blanquilla,31-May-12,4,5,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,1,1,,4,,,,,,,,,,,,,,,,,,,10,,,1,,,3
Ingenieros,5-Jun-12,2,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,45,,,3,,,
Ingenieros,5-Jun-12,2,2,18,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,53,,,,,,
Ingenieros,5-Jun-12,2,3,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,,6,,,
Ingenieros,5-Jun-12,2,4,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,6,,,,,,,,,,,,,,,,1,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,56,,,,,,1
Ingenieros,5-Jun-12,2,5,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,1,,,
Sacrificios,5-Jun-12,7,1,,,,,2,,,,,,,,,,,1,,,,,,,,,,,,,,,,2,,,,,,,,,9,13,,,,,,,1,1,,,,,,,28,,,1,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,1,7,2,,20,,,
Sacrificios,5-Jun-12,7,2,10,,,,3,,,,1,,,,,,,2,,,,,,,,,,,,,,,1,1,,,,,,,,,2,30,,,,,,,2,,,,1,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,2,,,,,,,1,,,,,5,,,,,,,,,,,,,,,,,,,1,,,,,1,,1,,,,11,7,,16,,,
Sacrificios,5-Jun-12,7,3,,,,,1,,,,,,,,,,,2,,,,,,,,,,,,,,,2,3,,,,,,,,,6,5,,,,,,,2,,,,6,,,,6,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,12,4,7,21,,,
Sacrificios,5-Jun-12,7,4,,,,,2,,,,,,,,,,,,,,,,,2,,,,,,,,,,4,,,,,,,,,,15,,2,,,,,1,,,,,,,,80,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,2,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,9,8,1,14,,,
Sacrificios,5-Jun-12,7,5,,,,,13,,,,,,2,,,,,,,,,,,,,,,,,,1,,,,,,,,15,,,,,70,,,,,,,,,,,,,,1,210,,,1,,,63,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,14,6,20,19,,,
Sacrificios,5-Jun-12,4,1,25,,,,5,,,,1,,,,,,,2,,,,,,1,,,,,,,,,3,2,,,,,,,,,15,,,,,,,,2,,,,,,,,,,,4,,,40,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,25,15,7,9,,,8
Sacrificios,5-Jun-12,4,2,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,23,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,23,70,11,16,,,
Sacrificios,5-Jun-12,4,3,1,,,,4,,,,,,,,,,,1,,,,,,,,,,,,,,,,10,,,,,,,,,2,,,,,,,,3,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,2,,,4,,,
Sacrificios,5-Jun-12,4,4,15,,,,2,,,,2,,,,,,,4,,,,,,1,,,,,,,,,3,,,,,,,,,,14,30,,,,,,,1,,,,,,,,60,,9,32,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,2,,,,,,,,1,,,1,,,,,,,,,,,,,1,,,,,,13,15,14,7,,,
Sacrificios,5-Jun-12,4,5,15,,,,9,,,,,,,,,,,,,,,,,,,,,,,,1,,2,2,,,,,,,,,,,,,,,,,1,,,,,,,,100,,8,35,,,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,8,6,13,6,,,
Santiaguillo,6-Jun-12,15,1,,,,,,,,,,,,,1,,,1,,,,,,1,,,,,,,,,2,,1,,,,,16,,,,1200,,1,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,1,,,,,,,,8,2,2,,,6
Santiaguillo,6-Jun-12,15,2,,,,,2,,,,,,,,,,,2,,,,,,,,,,,,,1,,1,,1,,,4,75,30,,,5,900,,,,,,,,1,,,,,,1,,,,,,,4,,,,,,,,,,,,1,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,6,1,,,,12
Santiaguillo,6-Jun-12,15,3,,,,,,,1,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,28,31,,,4,1200,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,2,,,,,,,,,,,,,,1,,,,,,6,1,4,,,
Santiaguillo,6-Jun-12,15,4,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,1,,,,,31,,,,1400,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,6,,2,,,3
Santiaguillo,6-Jun-12,15,5,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,2,,1,,,1,,43,,,4,800,,,1,,,1,,,,,,,,,,,,1,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,1,1,,,,,,,10,,4,,,2
Santiaguillo,6-Jun-12,5,1,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,2,,,,,400,,,,,,,,,,,,2,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,2,1,1,,,,,,17,11,,,,,9
Santiaguillo,6-Jun-12,5,2,,,,,,12,,,,,,,,,,2,,,,,,,,,,,,,,,2,1,,,,,80,,,,,50,,,,,,,,,,,,,,,,,,1,,,15,,,1,,,,,,,,,,,,,,,,1,,,,,,,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,1,4,3,1,,,,,35,14,1,,,,11
Santiaguillo,6-Jun-12,5,3,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,128,,,,3,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,1,2,2,,,,,,43,24,1,,,,10
Santiaguillo,6-Jun-12,5,4,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,2,210,,,,,90,,,,,21,,,,,,,,,,,,,,,,,,1,,,14,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,1,,,,,,,,2,,,,,,,28,28,2,,,,7
Santiaguillo,6-Jun-12,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,21,,,,2
Verde,7-Jun-12,10,1,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,3,,,8,700,,,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,2,,2
Verde,7-Jun-12,10,2,,,,,,,,1,1,,,,,,,,,,,,,2,,,,,,,,,,,1,,,,,3,,,12,1050,,,,,,,1,,,,,,,,2,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,1,,,1,,,,,,,,,,,,,,,1,,,,2,2,6,4,1,,
